version,section,filename,function,offset,length,language
us,lib,copy,alCopy,2148822752,128,asm
us,lib,cartrominit,osCartRomInit,2148822880,256,asm
us,lib,leodiskinit,osLeoDiskInit,2148823136,256,asm
us,lib,piacs,__osPiCreateAccessQueue,2148823392,80,asm
us,lib,piacs,__osPiGetAccess,2148823472,68,asm
us,lib,piacs,__osPiRelAccess,2148823540,44,asm
us,lib,getthreadpri,osGetThreadPri,2148823584,32,asm
us,lib,pirawdma,osPiRawStartDma,2148823616,224,asm
us,lib,epirawdma,osEPiRawStartDma,2148823840,560,asm
us,lib,devmgr,__osDevMgrMain,2148824400,1168,asm
us,lib,pfsgetstatus,__osPfsGetStatus,2148825568,228,asm
us,lib,pfsgetstatus,__osPfsRequestOneChannel,2148825796,192,asm
us,lib,pfsgetstatus,__osPfsGetOneChannelData,2148825988,156,asm
us,lib,contpfs,__osSumcalc,2148826144,92,asm
us,lib,contpfs,__osIdCheckSum,2148826236,104,asm
us,lib,contpfs,__osRepairPackId,2148826340,1048,asm
us,lib,contpfs,__osCheckPackId,2148827388,408,asm
us,lib,contpfs,__osGetId,2148827796,604,asm
us,lib,contpfs,__osCheckId,2148828400,252,asm
us,lib,contpfs,__osPfsRWInode,2148828652,800,asm
